"","term","loan_status","Date","home_ownership"
"508"," 36 months","Fully Paid","12/1/2011","RENT"
"509"," 36 months","Fully Paid","12/1/2011","RENT"
"510"," 36 months","Fully Paid","12/1/2011","RENT"
"511"," 60 months","Charged Off","12/1/2011","RENT"
"512"," 36 months","Fully Paid","12/1/2011","RENT"
"513"," 60 months","Fully Paid","12/1/2011","RENT"
"514"," 60 months","Fully Paid","12/1/2011","RENT"
"515"," 36 months","Charged Off","12/1/2011","OWN"
"516"," 60 months","Fully Paid","12/1/2011","OWN"
"517"," 60 months","Current","12/1/2011","RENT"
"518"," 36 months","Fully Paid","12/1/2011","RENT"
"519"," 36 months","Fully Paid","12/1/2011","RENT"
"520"," 60 months","Current","12/1/2011","RENT"
"521"," 60 months","Current","12/1/2011","RENT"
"522"," 36 months","Fully Paid","12/1/2011","RENT"
"523"," 36 months","Fully Paid","12/1/2011","RENT"
"524"," 36 months","Fully Paid","12/1/2011","RENT"
"525"," 36 months","Fully Paid","12/1/2011","RENT"
"526"," 60 months","Charged Off","12/1/2011","RENT"
"527"," 36 months","Fully Paid","12/1/2011","RENT"
"528"," 36 months","Fully Paid","12/1/2011","RENT"
"529"," 36 months","Fully Paid","12/1/2011","OWN"
"530"," 36 months","Fully Paid","12/1/2011","RENT"
"531"," 36 months","Fully Paid","12/1/2011","RENT"
"532"," 36 months","Charged Off","12/1/2011","RENT"
"533"," 60 months","Fully Paid","12/1/2011","RENT"
"534"," 36 months","Charged Off","12/1/2011","RENT"
"535"," 60 months","Current","12/1/2011","RENT"
"536"," 36 months","Fully Paid","12/1/2011","RENT"
"537"," 36 months","Fully Paid","12/1/2011","RENT"
"538"," 36 months","Fully Paid","12/1/2011","RENT"
"539"," 60 months","Current","12/1/2011","RENT"
"540"," 36 months","Fully Paid","12/1/2011","RENT"
"541"," 36 months","Fully Paid","12/1/2011","RENT"
"542"," 36 months","Fully Paid","12/1/2011","RENT"
"543"," 36 months","Charged Off","12/1/2011","RENT"
"544"," 36 months","Fully Paid","12/1/2011","RENT"
"545"," 36 months","Charged Off","12/1/2011","RENT"
"546"," 36 months","Fully Paid","12/1/2011","RENT"
"547"," 60 months","Current","12/1/2011","RENT"
"548"," 60 months","Fully Paid","12/1/2011","RENT"
"549"," 36 months","Fully Paid","12/1/2011","RENT"
"550"," 36 months","Fully Paid","12/1/2011","RENT"
"551"," 60 months","Current","12/1/2011","RENT"
"552"," 36 months","Fully Paid","12/1/2011","RENT"
"553"," 36 months","Fully Paid","12/1/2011","RENT"
"554"," 36 months","Fully Paid","12/1/2011","RENT"
"555"," 60 months","Current","12/1/2011","OWN"
"556"," 36 months","Fully Paid","12/1/2011","OWN"
"557"," 36 months","Charged Off","12/1/2011","RENT"
"558"," 36 months","Fully Paid","12/1/2011","RENT"
"559"," 60 months","Charged Off","12/1/2011","RENT"
"560"," 36 months","Fully Paid","12/1/2011","OWN"
"561"," 36 months","Fully Paid","12/1/2011","OWN"
"562"," 36 months","Fully Paid","12/1/2011","RENT"
"563"," 60 months","Fully Paid","12/1/2011","RENT"
"564"," 60 months","Fully Paid","12/1/2011","RENT"
"565"," 36 months","Fully Paid","12/1/2011","RENT"
"566"," 60 months","Charged Off","12/1/2011","RENT"
"567"," 36 months","Fully Paid","12/1/2011","RENT"
"568"," 36 months","Fully Paid","12/1/2011","RENT"
"569"," 36 months","Fully Paid","12/1/2011","RENT"
"570"," 60 months","Fully Paid","12/1/2011","RENT"
"571"," 60 months","Fully Paid","12/1/2011","RENT"
"572"," 60 months","Charged Off","12/1/2011","RENT"
"573"," 36 months","Fully Paid","12/1/2011","RENT"
"574"," 36 months","Fully Paid","12/1/2011","RENT"
"575"," 60 months","Charged Off","12/1/2011","RENT"
"576"," 36 months","Fully Paid","12/1/2011","RENT"
"577"," 36 months","Charged Off","12/1/2011","OWN"
"578"," 60 months","Current","12/1/2011","RENT"
"579"," 36 months","Fully Paid","12/1/2011","RENT"
"580"," 36 months","Fully Paid","12/1/2011","RENT"
"581"," 36 months","Fully Paid","12/1/2011","RENT"
"582"," 36 months","Fully Paid","12/1/2011","RENT"
"583"," 36 months","Fully Paid","12/1/2011","RENT"
"584"," 36 months","Fully Paid","12/1/2011","RENT"
"585"," 60 months","Current","12/1/2011","RENT"
"586"," 36 months","Fully Paid","12/1/2011","RENT"
"587"," 36 months","Fully Paid","12/1/2011","RENT"
"588"," 36 months","Fully Paid","12/1/2011","RENT"
"589"," 36 months","Fully Paid","12/1/2011","RENT"
"590"," 36 months","Fully Paid","12/1/2011","RENT"
"591"," 36 months","Fully Paid","12/1/2011","RENT"
"592"," 36 months","Fully Paid","12/1/2011","OWN"
"593"," 36 months","Fully Paid","12/1/2011","RENT"
"594"," 36 months","Charged Off","12/1/2011","RENT"
"595"," 36 months","Fully Paid","12/1/2011","RENT"
"596"," 60 months","Fully Paid","12/1/2011","RENT"
"597"," 36 months","Fully Paid","12/1/2011","RENT"
"598"," 36 months","Fully Paid","12/1/2011","OWN"
"599"," 36 months","Fully Paid","12/1/2011","RENT"
"600"," 60 months","Fully Paid","12/1/2011","OWN"
"601"," 60 months","Fully Paid","12/1/2011","RENT"
"602"," 60 months","Charged Off","12/1/2011","RENT"
"603"," 36 months","Fully Paid","12/1/2011","OWN"
"604"," 36 months","Fully Paid","12/1/2011","RENT"
"605"," 36 months","Fully Paid","12/1/2011","RENT"
"606"," 60 months","Current","12/1/2011","RENT"
"607"," 36 months","Charged Off","12/1/2011","RENT"
"608"," 60 months","Fully Paid","12/1/2011","RENT"
"609"," 36 months","Fully Paid","12/1/2011","RENT"
"610"," 60 months","Fully Paid","12/1/2011","OWN"
"611"," 36 months","Fully Paid","12/1/2011","RENT"
"612"," 36 months","Fully Paid","12/1/2011","RENT"
"613"," 36 months","Fully Paid","12/1/2011","RENT"
"614"," 60 months","Current","12/1/2011","RENT"
"615"," 36 months","Fully Paid","12/1/2011","OWN"
"616"," 36 months","Charged Off","12/1/2011","RENT"
"617"," 36 months","Charged Off","12/1/2011","RENT"
"618"," 36 months","Charged Off","12/1/2011","RENT"
"619"," 36 months","Fully Paid","12/1/2011","RENT"
"620"," 36 months","Charged Off","12/1/2011","RENT"
"621"," 36 months","Fully Paid","12/1/2011","RENT"
"622"," 36 months","Fully Paid","12/1/2011","RENT"
"623"," 36 months","Fully Paid","12/1/2011","RENT"
"624"," 60 months","Current","12/1/2011","RENT"
"625"," 36 months","Fully Paid","12/1/2011","RENT"
"626"," 36 months","Fully Paid","12/1/2011","RENT"
"627"," 36 months","Fully Paid","12/1/2011","RENT"
"628"," 36 months","Fully Paid","12/1/2011","RENT"
"629"," 36 months","Fully Paid","12/1/2011","RENT"
"630"," 36 months","Fully Paid","12/1/2011","RENT"
"631"," 36 months","Fully Paid","12/1/2011","RENT"
"632"," 60 months","Charged Off","12/1/2011","RENT"
"633"," 60 months","Current","12/1/2011","OWN"
"634"," 60 months","Fully Paid","12/1/2011","RENT"
"635"," 36 months","Fully Paid","12/1/2011","RENT"
"636"," 36 months","Charged Off","12/1/2011","RENT"
"637"," 36 months","Fully Paid","12/1/2011","RENT"
"638"," 60 months","Current","12/1/2011","RENT"
"639"," 36 months","Fully Paid","12/1/2011","RENT"
"640"," 60 months","Charged Off","12/1/2011","RENT"
"641"," 36 months","Fully Paid","12/1/2011","RENT"
"642"," 36 months","Charged Off","12/1/2011","RENT"
"643"," 36 months","Fully Paid","12/1/2011","RENT"
"644"," 36 months","Fully Paid","12/1/2011","RENT"
"645"," 36 months","Fully Paid","12/1/2011","OWN"
"646"," 36 months","Fully Paid","12/1/2011","RENT"
"647"," 60 months","Charged Off","12/1/2011","RENT"
"648"," 36 months","Fully Paid","12/1/2011","RENT"
"649"," 60 months","Current","12/1/2011","RENT"
"650"," 36 months","Fully Paid","12/1/2011","RENT"
"651"," 36 months","Charged Off","12/1/2011","RENT"
"652"," 36 months","Fully Paid","12/1/2011","RENT"
"653"," 36 months","Fully Paid","12/1/2011","RENT"
"654"," 36 months","Charged Off","12/1/2011","RENT"
"655"," 36 months","Fully Paid","12/1/2011","RENT"
"656"," 36 months","Fully Paid","12/1/2011","RENT"
"657"," 36 months","Fully Paid","12/1/2011","RENT"
"658"," 60 months","Charged Off","12/1/2011","RENT"
"659"," 36 months","Fully Paid","12/1/2011","RENT"
"660"," 36 months","Fully Paid","12/1/2011","RENT"
"661"," 36 months","Fully Paid","12/1/2011","RENT"
"662"," 60 months","Charged Off","12/1/2011","OWN"
"663"," 60 months","Fully Paid","12/1/2011","RENT"
"664"," 60 months","Fully Paid","12/1/2011","RENT"
"665"," 36 months","Fully Paid","12/1/2011","OWN"
"666"," 60 months","Fully Paid","12/1/2011","RENT"
"667"," 36 months","Fully Paid","12/1/2011","RENT"
"668"," 36 months","Fully Paid","12/1/2011","OWN"
"669"," 36 months","Fully Paid","12/1/2011","OWN"
"670"," 36 months","Fully Paid","12/1/2011","RENT"
"671"," 36 months","Fully Paid","12/1/2011","OWN"
"672"," 60 months","Fully Paid","12/1/2011","RENT"
"673"," 36 months","Fully Paid","12/1/2011","RENT"
"674"," 36 months","Fully Paid","12/1/2011","RENT"
"675"," 36 months","Fully Paid","12/1/2011","RENT"
"676"," 36 months","Fully Paid","12/1/2011","RENT"
"677"," 36 months","Fully Paid","12/1/2011","OWN"
"678"," 60 months","Fully Paid","12/1/2011","RENT"
"679"," 36 months","Fully Paid","12/1/2011","RENT"
"680"," 36 months","Fully Paid","12/1/2011","RENT"
"681"," 36 months","Charged Off","12/1/2011","RENT"
"682"," 60 months","Fully Paid","12/1/2011","RENT"
"683"," 36 months","Fully Paid","12/1/2011","RENT"
"684"," 60 months","Current","12/1/2011","RENT"
"685"," 36 months","Fully Paid","12/1/2011","OWN"
"686"," 36 months","Fully Paid","12/1/2011","RENT"
"687"," 36 months","Fully Paid","12/1/2011","RENT"
"688"," 36 months","Fully Paid","12/1/2011","RENT"
"689"," 60 months","Fully Paid","12/1/2011","RENT"
"690"," 36 months","Fully Paid","12/1/2011","RENT"
"691"," 60 months","Charged Off","12/1/2011","OWN"
"692"," 60 months","Fully Paid","12/1/2011","RENT"
"693"," 60 months","Current","12/1/2011","RENT"
"694"," 36 months","Fully Paid","12/1/2011","RENT"
"695"," 60 months","Current","12/1/2011","RENT"
"696"," 60 months","Current","12/1/2011","RENT"
"697"," 36 months","Fully Paid","12/1/2011","RENT"
"698"," 36 months","Fully Paid","12/1/2011","RENT"
"699"," 36 months","Fully Paid","12/1/2011","RENT"
"700"," 60 months","Charged Off","12/1/2011","RENT"
"701"," 36 months","Fully Paid","12/1/2011","RENT"
"702"," 60 months","Fully Paid","12/1/2011","RENT"
"703"," 36 months","Fully Paid","12/1/2011","RENT"
"704"," 36 months","Fully Paid","12/1/2011","RENT"
"705"," 36 months","Fully Paid","12/1/2011","RENT"
"706"," 36 months","Fully Paid","12/1/2011","RENT"
"707"," 60 months","Charged Off","12/1/2011","RENT"
"708"," 60 months","Fully Paid","12/1/2011","RENT"
"709"," 36 months","Fully Paid","12/1/2011","RENT"
"710"," 36 months","Fully Paid","12/1/2011","OWN"
"711"," 60 months","Fully Paid","12/1/2011","RENT"
"712"," 60 months","Fully Paid","12/1/2011","RENT"
"713"," 60 months","Fully Paid","12/1/2011","RENT"
"714"," 60 months","Fully Paid","12/1/2011","RENT"
"715"," 36 months","Fully Paid","12/1/2011","OWN"
"716"," 36 months","Fully Paid","12/1/2011","RENT"
"717"," 36 months","Fully Paid","12/1/2011","RENT"
"718"," 36 months","Fully Paid","12/1/2011","RENT"
"719"," 36 months","Fully Paid","12/1/2011","RENT"
"720"," 60 months","Fully Paid","12/1/2011","RENT"
"721"," 60 months","Fully Paid","12/1/2011","RENT"
"722"," 36 months","Fully Paid","12/1/2011","RENT"
"723"," 36 months","Fully Paid","12/1/2011","RENT"
"724"," 36 months","Fully Paid","12/1/2011","RENT"
"725"," 36 months","Fully Paid","12/1/2011","RENT"
"726"," 36 months","Charged Off","12/1/2011","RENT"
"727"," 36 months","Fully Paid","12/1/2011","RENT"
"728"," 60 months","Fully Paid","12/1/2011","RENT"
"729"," 60 months","Charged Off","12/1/2011","RENT"
"730"," 36 months","Fully Paid","12/1/2011","OWN"
"731"," 36 months","Fully Paid","12/1/2011","OWN"
"732"," 36 months","Fully Paid","12/1/2011","RENT"
"733"," 36 months","Fully Paid","12/1/2011","RENT"
"734"," 60 months","Charged Off","12/1/2011","RENT"
"735"," 36 months","Fully Paid","12/1/2011","RENT"
"736"," 60 months","Fully Paid","12/1/2011","RENT"
"737"," 36 months","Fully Paid","12/1/2011","OWN"
"738"," 60 months","Current","12/1/2011","RENT"
"739"," 36 months","Fully Paid","12/1/2011","OWN"
"740"," 36 months","Fully Paid","12/1/2011","RENT"
"741"," 36 months","Charged Off","12/1/2011","RENT"
"742"," 36 months","Fully Paid","12/1/2011","OWN"
"743"," 36 months","Fully Paid","12/1/2011","RENT"
"744"," 36 months","Charged Off","12/1/2011","RENT"
"745"," 36 months","Fully Paid","12/1/2011","RENT"
"746"," 36 months","Fully Paid","12/1/2011","RENT"
"747"," 36 months","Fully Paid","12/1/2011","RENT"
"748"," 36 months","Fully Paid","12/1/2011","RENT"
"749"," 60 months","Current","12/1/2011","RENT"
"750"," 60 months","Charged Off","12/1/2011","RENT"
"751"," 36 months","Fully Paid","12/1/2011","RENT"
"752"," 60 months","Fully Paid","12/1/2011","RENT"
"753"," 36 months","Charged Off","12/1/2011","RENT"
"754"," 60 months","Charged Off","12/1/2011","RENT"
"755"," 36 months","Fully Paid","12/1/2011","OWN"
"756"," 60 months","Charged Off","12/1/2011","OWN"
"757"," 36 months","Fully Paid","12/1/2011","RENT"
"758"," 36 months","Charged Off","12/1/2011","RENT"
"759"," 36 months","Charged Off","12/1/2011","RENT"
"760"," 36 months","Fully Paid","12/1/2011","RENT"
"761"," 36 months","Fully Paid","12/1/2011","RENT"
"762"," 60 months","Current","12/1/2011","RENT"
"763"," 36 months","Fully Paid","12/1/2011","RENT"
"764"," 36 months","Fully Paid","12/1/2011","RENT"
"765"," 36 months","Fully Paid","12/1/2011","RENT"
"766"," 60 months","Charged Off","12/1/2011","RENT"
"767"," 36 months","Fully Paid","12/1/2011","RENT"
"768"," 60 months","Fully Paid","12/1/2011","OWN"
"769"," 36 months","Charged Off","12/1/2011","RENT"
"770"," 36 months","Fully Paid","12/1/2011","RENT"
"771"," 36 months","Charged Off","12/1/2011","RENT"
"772"," 36 months","Charged Off","12/1/2011","RENT"
"773"," 36 months","Fully Paid","12/1/2011","RENT"
"774"," 60 months","Fully Paid","12/1/2011","RENT"
"775"," 36 months","Charged Off","12/1/2011","OWN"
"776"," 36 months","Fully Paid","12/1/2011","RENT"
"777"," 36 months","Fully Paid","12/1/2011","RENT"
"778"," 36 months","Charged Off","12/1/2011","RENT"
"779"," 36 months","Fully Paid","12/1/2011","RENT"
"780"," 36 months","Fully Paid","12/1/2011","OWN"
"781"," 36 months","Fully Paid","12/1/2011","OWN"
"782"," 36 months","Fully Paid","12/1/2011","RENT"
"783"," 60 months","Fully Paid","12/1/2011","RENT"
"784"," 36 months","Fully Paid","12/1/2011","OWN"
"785"," 36 months","Fully Paid","12/1/2011","RENT"
"786"," 60 months","Charged Off","12/1/2011","RENT"
"787"," 60 months","Fully Paid","12/1/2011","RENT"
"788"," 36 months","Fully Paid","12/1/2011","RENT"
"789"," 36 months","Fully Paid","12/1/2011","RENT"
"790"," 60 months","Current","12/1/2011","RENT"
"791"," 36 months","Fully Paid","12/1/2011","RENT"
"792"," 36 months","Fully Paid","12/1/2011","RENT"
"793"," 60 months","Fully Paid","12/1/2011","RENT"
"794"," 60 months","Fully Paid","12/1/2011","RENT"
"795"," 36 months","Fully Paid","12/1/2011","RENT"
"796"," 36 months","Fully Paid","12/1/2011","RENT"
"797"," 36 months","Fully Paid","12/1/2011","RENT"
"798"," 36 months","Fully Paid","12/1/2011","RENT"
"799"," 36 months","Charged Off","12/1/2011","RENT"
"800"," 60 months","Fully Paid","12/1/2011","RENT"
"801"," 36 months","Fully Paid","12/1/2011","RENT"
"802"," 60 months","Charged Off","12/1/2011","RENT"
"803"," 60 months","Fully Paid","12/1/2011","OWN"
"804"," 60 months","Fully Paid","12/1/2011","RENT"
"805"," 36 months","Fully Paid","12/1/2011","OWN"
"806"," 36 months","Charged Off","12/1/2011","RENT"
"807"," 36 months","Fully Paid","12/1/2011","RENT"
"808"," 36 months","Fully Paid","12/1/2011","RENT"
"809"," 60 months","Current","12/1/2011","OWN"
"810"," 36 months","Fully Paid","12/1/2011","OWN"
"811"," 36 months","Fully Paid","12/1/2011","RENT"
"812"," 36 months","Fully Paid","12/1/2011","RENT"
"813"," 36 months","Fully Paid","12/1/2011","RENT"
"814"," 36 months","Fully Paid","12/1/2011","RENT"
"815"," 36 months","Fully Paid","12/1/2011","OWN"
"816"," 36 months","Fully Paid","12/1/2011","RENT"
"817"," 36 months","Fully Paid","12/1/2011","RENT"
"818"," 36 months","Fully Paid","12/1/2011","RENT"
"819"," 60 months","Current","12/1/2011","RENT"
"820"," 60 months","Charged Off","12/1/2011","RENT"
"821"," 36 months","Charged Off","12/1/2011","OWN"
"822"," 60 months","Fully Paid","12/1/2011","RENT"
"823"," 36 months","Fully Paid","12/1/2011","RENT"
"824"," 36 months","Fully Paid","12/1/2011","RENT"
"825"," 60 months","Charged Off","12/1/2011","OWN"
"826"," 36 months","Fully Paid","12/1/2011","RENT"
"827"," 60 months","Fully Paid","12/1/2011","RENT"
"828"," 36 months","Fully Paid","12/1/2011","RENT"
"829"," 60 months","Current","12/1/2011","RENT"
"830"," 60 months","Current","12/1/2011","RENT"
"831"," 60 months","Current","12/1/2011","RENT"
"832"," 36 months","Charged Off","12/1/2011","RENT"
"833"," 36 months","Charged Off","12/1/2011","RENT"
"834"," 36 months","Fully Paid","12/1/2011","RENT"
"835"," 60 months","Fully Paid","12/1/2011","OWN"
"836"," 60 months","Charged Off","12/1/2011","RENT"
"837"," 36 months","Fully Paid","12/1/2011","OWN"
"838"," 36 months","Fully Paid","12/1/2011","RENT"
"839"," 36 months","Fully Paid","12/1/2011","RENT"
"840"," 36 months","Fully Paid","12/1/2011","OWN"
"841"," 36 months","Fully Paid","12/1/2011","RENT"
"842"," 60 months","Current","12/1/2011","RENT"
"843"," 60 months","Charged Off","12/1/2011","OWN"
"844"," 36 months","Fully Paid","12/1/2011","RENT"
"845"," 36 months","Fully Paid","12/1/2011","RENT"
"846"," 60 months","Fully Paid","12/1/2011","RENT"
"847"," 60 months","Current","12/1/2011","RENT"
"848"," 36 months","Fully Paid","12/1/2011","RENT"
"849"," 60 months","Current","12/1/2011","RENT"
"850"," 36 months","Fully Paid","12/1/2011","RENT"
"851"," 36 months","Fully Paid","12/1/2011","RENT"
"852"," 36 months","Fully Paid","12/1/2011","RENT"
"853"," 60 months","Fully Paid","12/1/2011","RENT"
"854"," 36 months","Fully Paid","12/1/2011","RENT"
"855"," 36 months","Fully Paid","12/1/2011","RENT"
"856"," 36 months","Fully Paid","12/1/2011","RENT"
"857"," 36 months","Charged Off","12/1/2011","RENT"
"858"," 36 months","Fully Paid","12/1/2011","RENT"
"859"," 36 months","Charged Off","12/1/2011","OWN"
"860"," 36 months","Fully Paid","12/1/2011","RENT"
"861"," 36 months","Fully Paid","12/1/2011","OWN"
"862"," 36 months","Charged Off","12/1/2011","RENT"
"863"," 36 months","Charged Off","12/1/2011","RENT"
"864"," 60 months","Charged Off","12/1/2011","RENT"
"865"," 36 months","Fully Paid","12/1/2011","RENT"
"866"," 36 months","Fully Paid","12/1/2011","OWN"
"867"," 60 months","Fully Paid","12/1/2011","OWN"
"868"," 36 months","Charged Off","12/1/2011","RENT"
"869"," 60 months","Fully Paid","12/1/2011","RENT"
"870"," 36 months","Fully Paid","12/1/2011","RENT"
"871"," 36 months","Fully Paid","12/1/2011","RENT"
"872"," 36 months","Fully Paid","12/1/2011","RENT"
"873"," 36 months","Fully Paid","12/1/2011","RENT"
"874"," 36 months","Fully Paid","12/1/2011","OWN"
"875"," 36 months","Fully Paid","12/1/2011","RENT"
"876"," 36 months","Fully Paid","12/1/2011","RENT"
"877"," 36 months","Fully Paid","12/1/2011","RENT"
"878"," 60 months","Current","12/1/2011","RENT"
"879"," 36 months","Fully Paid","12/1/2011","RENT"
"880"," 36 months","Fully Paid","12/1/2011","RENT"
"881"," 36 months","Fully Paid","12/1/2011","RENT"
"882"," 36 months","Fully Paid","12/1/2011","OWN"
"883"," 60 months","Current","12/1/2011","RENT"
"884"," 36 months","Charged Off","12/1/2011","RENT"
"885"," 60 months","Current","12/1/2011","RENT"
"886"," 60 months","Charged Off","12/1/2011","RENT"
"887"," 36 months","Fully Paid","12/1/2011","RENT"
