Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales
804,1.36,0.52,0,0.2
805,0.97,0.33,0.73,0.06
806,0.59,0.99,0.13,0.36
807,2.04,0.04,0,0
808,0.89,1.08,0,0.11
809,0.79,0.94,0,0.35
810,1.54,0.46,0,0.08
811,0.63,0.42,0.75,0.26
812,1.48,0.39,0,0.19
813,0.75,0.54,0.54,0.23
814,1.64,0.36,0,0.07
815,1.04,0.8,0.01,0.22
816,0.73,0.97,0.02,0.34
817,1.2,0.63,0.04,0.19
818,0.71,0.52,0.74,0.08
819,1.15,0.77,0.04,0.1
820,0.68,0.46,0.79,0.13
821,1.06,0.62,0.13,0.25
822,0.89,0.57,0.46,0.13
823,0.73,0.92,0.04,0.37
824,1.23,0.64,0,0.19
825,1.43,0.33,0.04,0.25
826,1.16,0.06,0.83,0
827,1.47,0.48,0.05,0.06
828,0.71,0.83,0.15,0.35
829,1.75,0.25,0,0.05
830,0.48,1.29,0.02,0.25
831,1.11,0.27,0.53,0.14
832,1.45,0.42,0.01,0.16
833,0.73,1.09,0,0.23
834,1.74,0.02,0,0.28
835,0.71,1.02,0,0.31
836,1.2,0.48,0.29,0.07
837,0.58,1.06,0.03,0.37
838,1.53,0.25,0,0.25
839,1.25,0.61,0.13,0.05
840,1.47,0.4,0,0.16
841,1.57,0.18,0,0.27
842,1.05,0.67,0,0.3
843,1.81,0.05,0.01,0.15
844,1.76,0.09,0,0.17
845,0.82,0.98,0.04,0.18
846,0.49,1.27,0,0.25
847,1.2,0.62,0,0.18
848,0.77,0.85,0.01,0.37
849,0.89,0.45,0.53,0.13
850,0.35,1.31,0.02,0.33
851,0.52,0.16,1.29,0.03
852,1.48,0.3,0,0.22
853,0.95,0.64,0.27,0.13
854,0.75,0.3,0.9,0.04
855,1.21,0.64,0.05,0.09
856,0.75,1.09,0.02,0.12
857,0.93,0.27,0.75,0.04
858,1.25,0.58,0,0.16
859,1.11,0.63,0.07,0.16
860,0.72,0.86,0.08,0.32
861,0.99,0.8,0,0.18
862,0.74,0.95,0,0.28
863,1.2,0.59,0,0.19
864,0.71,0.58,0.51,0.17
865,1.01,0.64,0.02,0.3
866,1.84,0.11,0,0.02
867,1.22,0.57,0.02,0.15
868,0.5,0.5,0.63,0.33
869,1.13,0.37,0.41,0.05
870,0.18,0.23,1.53,0.02
871,0.79,0.03,1.05,0.08
872,1.09,0.65,0.02,0.2
873,1.3,0.49,0,0.16
874,0.74,1.01,0,0.2
875,1.26,0.61,0,0.09
876,1.09,0.77,0,0.09
877,1.69,0.2,0,0.06
878,0.95,0.74,0,0.25
879,0.49,1.26,0.01,0.18
880,1.94,0,0,0
881,0.59,1.23,0,0.13
882,0.96,0.38,0.55,0.05
883,1.09,0.15,0.65,0.04
884,1.41,0.42,0.03,0.07
885,1.42,0.4,0,0.12
886,1,0.72,0,0.21
887,1.15,0.61,0,0.17
888,1.1,0.56,0,0.27
889,1.48,0.39,0,0.06
890,0.34,0.26,1.3,0.03
891,1.06,0.6,0.2,0.07
892,1.53,0.24,0,0.16
893,0.56,0.89,0.1,0.37
894,1.51,0,0.29,0.12
895,0.86,0.87,0.01,0.17
896,0.92,0.53,0.41,0.06
897,0.73,0.97,0.01,0.22
898,0.87,0.85,0,0.2
899,0.76,0.96,0,0.2
900,1.03,0.8,0,0.09
901,0.94,0.73,0,0.25
902,0.26,0.16,1.46,0.03
903,1.06,0.67,0,0.18
904,0.72,0.16,1.01,0.02
905,1.14,0.57,0,0.19
906,1.3,0.44,0,0.17
907,0.77,0.78,0.04,0.31
908,1.08,0.66,0,0.17
909,1.03,0.75,0.03,0.09
910,0.59,0.92,0.06,0.32
911,0.73,0.91,0.03,0.22
912,1.56,0.15,0,0.18
913,0.21,0.3,1.33,0.04
914,1.05,0.54,0.03,0.26
915,1.37,0.44,0,0.08
916,0.92,0.72,0,0.24
917,0.25,0.12,1.48,0.03
918,0.89,0.69,0.09,0.21
919,1.42,0.36,0.03,0.07
920,0.47,0.08,0,1.33
921,0.96,0.53,0.3,0.09
922,0.22,1.47,0.04,0.14
923,0.53,0.16,1.07,0.1
924,0.73,0.62,0.4,0.12
925,0.87,0.52,0.41,0.06
926,1.75,0.03,0,0.08
927,1.12,0.69,0.03,0.02
928,0.94,0.44,0.39,0.1
929,1.37,0.41,0.04,0.04
930,0,1.37,0,0.49
931,0.64,0.92,0.01,0.29
932,0.91,0.71,0,0.24
933,1.34,0.37,0,0.15
934,0.62,0.42,0.69,0.12
935,0.85,0.71,0.13,0.16
936,0.61,0.59,0.55,0.11
937,1.33,0.49,0,0.03
938,0.83,0.82,0,0.2
939,1.26,0.18,0.35,0.06
940,0.8,0.19,0.83,0.03
941,1.05,0.49,0.08,0.23
942,0,1.1,0.42,0.33
943,0.97,0.34,0.35,0.18
944,1.53,0.05,0,0.25
945,0.83,0.06,0.93,0
946,1.31,0.49,0,0.03
947,0.84,0.76,0,0.23
948,1.33,0.4,0.03,0.07
949,0.46,1.02,0.07,0.28
950,0.25,0.07,1.49,0.02
951,1.09,0.54,0.02,0.17
952,0.92,0.33,0.52,0.05
953,0.61,0.34,0.79,0.09
954,1.24,0.43,0.03,0.12
955,1.73,0.07,0,0.02
956,1.81,0,0,0
957,0.91,0.74,0.07,0.09
958,0.22,0.21,1.35,0.03
959,0.55,0.84,0.11,0.31
960,1.05,0.59,0,0.18
961,1.1,0.51,0.12,0.08
962,0.78,0.44,0.56,0.04
963,0.88,0.69,0,0.23
964,1,0.03,0,0.77
965,0.93,0.59,0.21,0.07
966,1.66,0,0.01,0.13
967,1.41,0.21,0.03,0.16
968,1,0.68,0,0.12
969,0.49,0.96,0.07,0.27
970,1.26,0.39,0.08,0.06
971,0.52,0.88,0.06,0.34
972,1.05,0.57,0.03,0.14
973,1.25,0.29,0,0.24
974,0.23,0.03,1.49,0.03
975,1.12,0.58,0,0.08
976,0.39,1.01,0.02,0.36
977,0.32,0.95,0.36,0.14
978,0.45,0.94,0.06,0.33
979,0.41,0.46,0.72,0.19
980,0.93,0.57,0.14,0.13
981,0.85,0.76,0,0.16
982,1.16,0.45,0,0.16
983,0.31,0.54,0.84,0.08
984,1.59,0.03,0,0.15
985,0.24,0.09,1.33,0.12
986,0.63,0.06,1.03,0.04
987,1.19,0.29,0.24,0.06
988,1.07,0.45,0.01,0.24
989,0.85,0.31,0.56,0.04
990,1.27,0.42,0,0.07
991,1.06,0.54,0,0.16
992,0.93,0.38,0.4,0.06
993,1.02,0.47,0.2,0.07
994,0.53,0.12,1.09,0.02
995,0.86,0.67,0,0.22
996,1.23,0.46,0,0.07
997,0.86,0.67,0,0.22
998,0.72,0.69,0.04,0.31
999,0.68,0.9,0.01,0.17
1000,1.26,0.47,0,0.03
1001,1.11,0.48,0,0.16
1002,0.52,0.95,0,0.29
1003,0.35,1.07,0.02,0.32
1004,0.61,0.87,0.02,0.26
1005,1.68,0.04,0,0.04
1006,0.9,0.37,0.25,0.24
1007,1.24,0.45,0,0.07
1008,0.06,0.9,0.53,0.27
1009,1,0.54,0.03,0.18
1010,0.7,0.13,0.91,0.01
1011,0.94,0.34,0.21,0.27
1012,0.79,0.14,0.8,0.02
1013,0.83,0.66,0.08,0.18
1014,0.85,0.66,0.01,0.22
1015,1.25,0.46,0,0.03
1016,0.72,0.89,0.04,0.1
1017,0.63,0.49,0.45,0.17
1018,0.83,0.63,0.02,0.25
1019,1.19,0.4,0,0.16
1020,0.69,0.89,0.03,0.14
1021,0.96,0.61,0.01,0.16
1022,1.69,0.04,0,0.01
1023,1.66,0.04,0,0.04
1024,0.49,0.88,0.06,0.3
1025,0.59,0.75,0.13,0.27
1026,0.67,0.66,0.12,0.27
1027,0.85,0.66,0,0.22
1028,0.64,0.68,0.14,0.26
1029,1.48,0.2,0,0.05
1030,0.94,0.62,0.1,0.07
1031,1.15,0.44,0,0.14
1032,0.95,0.7,0,0.08
1033,1.06,0.52,0.01,0.14
1034,0.85,0.66,0,0.22
1035,0.61,0.78,0.06,0.27
1036,0.66,0.78,0,0.28
1037,0.61,0.18,0,0.94
1038,0.7,0.83,0,0.19
1039,0.41,0.98,0,0.33
1040,1.61,0.03,0,0.08
1041,0.8,0.21,0.55,0.15
1042,0.59,0.87,0,0.25
1043,1.43,0.16,0,0.12
1044,0.99,0.64,0,0.08
1045,1.15,0.41,0,0.15
1046,0.88,0.34,0.32,0.18
1047,1.09,0.55,0,0.07
1048,0,0,1.71,0
1049,1.25,0.39,0,0.06
1050,1.58,0,0,0.12
1051,0.34,1.08,0.03,0.26
1052,0.23,0.24,0,1.23
1053,0.99,0.42,0.14,0.15
1054,0.49,1.12,0,0.09
1055,0.62,0.21,0.79,0.08
1056,0,0,1.69,0.01
1057,0.69,0.83,0,0.19
1058,1.41,0.05,0,0.23
1059,1.22,0.34,0.04,0.1
1060,1.36,0.18,0,0.15
1061,0.88,0.54,0.02,0.25
1062,1.01,0.53,0.01,0.14
1063,0.94,0.64,0,0.11
1064,0.96,0.44,0.08,0.22
1065,0.55,1.01,0,0.13
1066,1.37,0.28,0.03,0.02
1067,1.1,0.48,0.04,0.07
1068,0.87,0.66,0.08,0.08
1069,0.79,0.71,0.01,0.18
1070,1.52,0.12,0,0.05
1071,0.98,0.52,0,0.19
1072,0.98,0.42,0.22,0.06
1073,0.8,0.52,0.07,0.3
1074,0.9,0.47,0,0.32
1075,0.82,0.64,0,0.22
1076,1.58,0.06,0,0.04
1077,0.9,0.64,0,0.15
1078,0.59,0.24,0.82,0.03
1079,0.38,0.87,0.33,0.1
1080,1.67,0,0,0
1081,1.23,0.3,0,0.14
1082,0.91,0.55,0.04,0.17
1083,1.18,0.27,0.17,0.06
1084,0.94,0.57,0,0.17
1085,0.93,0.52,0,0.22
1086,0.45,1.02,0,0.2
1087,1.58,0.05,0,0.04
1088,0.81,0.59,0.01,0.26
1089,0.43,0.67,0.42,0.15
1090,1.22,0.39,0,0.06
1091,0.91,0.3,0.42,0.04
1092,1.09,0.49,0.02,0.07
1093,0.59,0.95,0.03,0.1
1094,0.82,0.65,0,0.19
1095,0.97,0.59,0.04,0.07
1096,1.13,0.32,0,0.22
1097,1.35,0.09,0,0.23
1098,1.08,0.45,0,0.14
1099,0.63,0.66,0.11,0.26
1100,0.57,0.73,0.06,0.3
1101,1,0.3,0.31,0.04
1102,0.78,0.61,0.06,0.2
1103,0.86,0.64,0.01,0.14
1104,0.81,0.63,0,0.21
1105,0.76,0.7,0.02,0.18
1106,1.25,0.15,0.03,0.22
1107,0.96,0.12,0.54,0.04
1108,1.54,0.1,0,0.02
1109,0.9,0.11,0.6,0.05
1110,1.06,0.38,0.15,0.05
1111,0.48,0.68,0.33,0.16
1112,0,0,1.65,0
1113,1.09,0.38,0.02,0.16
1114,0.32,0.02,1.27,0.03
1115,0.8,0.05,0.76,0.03
1116,0.76,0.72,0,0.16
1117,1.52,0.1,0,0.02
1118,0.93,0.63,0,0.08
1119,0.74,0.26,0.61,0.03
1120,0.8,0.63,0,0.21
1121,1.44,0.15,0,0.05
1122,0.54,0.88,0,0.22
1123,1.02,0.48,0,0.14
1124,0.44,0.89,0.05,0.25
1125,1.54,0.02,0,0.07
1126,0.45,0.96,0.02,0.2
1127,0.78,0.25,0.56,0.04
1128,0.58,0.81,0,0.24
1129,0.6,0.73,0.02,0.28
1130,1.18,0.34,0,0.1
1131,0.71,0.48,0.32,0.11
1132,1.33,0.14,0,0.15
1133,1.32,0.09,0,0.22
1134,0.59,0.85,0.02,0.17
1135,0.99,0.41,0,0.22
1136,0.8,0.63,0.01,0.19
1137,0.82,0.61,0.03,0.15
1138,0.99,0.04,0.49,0.1
1139,1.01,0.11,0.45,0.04
1140,0.9,0.61,0,0.11
1141,0.8,0.38,0.3,0.13
1142,0.79,0.62,0,0.21
1143,0.92,0.53,0.03,0.13
1144,0.66,0.27,0.65,0.03
1145,0,0,1.61,0.01
1146,0.98,0.38,0.2,0.04
1147,0,1.18,0,0.43
1148,1.5,0,0,0.11
1149,0.79,0.68,0.01,0.13
1150,0.95,0.48,0.01,0.15
1151,0.4,0.99,0,0.22
1152,1.3,0.23,0,0.07
1153,0.71,0.69,0.02,0.18
1154,0.46,0.96,0.09,0.08
1155,1.49,0.09,0,0.02
1156,0.71,0.48,0.3,0.1
1157,0.19,0.02,1.36,0.02
1158,0.58,0.74,0.02,0.26
1159,1.05,0.44,0.06,0.04
1160,1.26,0.12,0,0.21
1161,0.01,1.58,0,0
1162,1.15,0.36,0.04,0.04
1163,0.61,0.41,0.46,0.1
1164,0.58,0.46,0.34,0.21
1165,1.48,0.09,0,0.02
1166,0.04,1.1,0.32,0.13
1167,0.92,0.44,0.07,0.15
1168,0.95,0.5,0,0.14
1169,0.88,0.6,0,0.1
1170,0.47,0.8,0.03,0.29
1171,0.87,0.56,0,0.15
1172,0.85,0.58,0,0.16
1173,0.81,0.6,0.01,0.17
1174,0.88,0.6,0,0.1
1175,0.62,0.8,0.01,0.15
1176,0.94,0.49,0,0.15
1177,0.64,0.76,0,0.17
1178,0.88,0.26,0.34,0.09
1179,1.06,0.37,0,0.15
1180,0.58,0.44,0.44,0.12
1181,0.85,0.65,0,0.08
1182,0.1,0.18,0.12,1.16
1183,0.77,0.6,0,0.2
1184,0.98,0.53,0,0.06
1185,0.95,0.11,0.46,0.04
1186,0.18,0.64,0.49,0.25
1187,0.77,0.6,0,0.2
1188,1.07,0.4,0,0.1
1189,0.59,0.14,0.81,0.02
1190,1.32,0.19,0,0.05
1191,0.58,0.44,0.33,0.21
1192,0.67,0.17,0.69,0.03
1193,0,0,1.56,0
1194,0.68,0.38,0.44,0.05
1195,0.59,0.75,0.01,0.21
1196,0.84,0.56,0,0.15
1197,0.72,0.54,0.04,0.25
1198,0.76,0.59,0,0.2
1199,0.91,0.57,0,0.07
1200,0.79,0.44,0.19,0.14
1201,0.85,0.47,0.02,0.22
1202,1.13,0.38,0.02,0.03
1203,0.57,0.87,0.02,0.09
1204,0.9,0.53,0,0.13
1205,0.8,0.53,0,0.22
1206,0.6,0.51,0.21,0.23
1207,1.55,0,0,0
1208,1.07,0.36,0,0.12
1209,0.69,0.5,0.24,0.11
1210,1.06,0.35,0.01,0.12
1211,0.68,0.43,0.29,0.14
1212,0.71,0.22,0.52,0.1
1213,0.83,0.44,0.08,0.19
1214,0.58,0.87,0,0.09
1215,1.4,0.02,0.02,0.1
1216,0.86,0.52,0.01,0.15
1217,1.26,0.07,0,0.21
1218,0.85,0.58,0,0.1
1219,0.63,0.69,0,0.21
1220,0.92,0.41,0,0.21
1221,0.71,0.65,0.01,0.17
1222,0.57,0.79,0,0.17
1223,1.19,0.29,0,0.05
1224,1.44,0.05,0,0.04
1225,0.95,0.43,0,0.14
1226,0.17,1.26,0,0.1
1227,1.09,0.15,0.25,0.04
1228,0.85,0.58,0,0.1
1229,0.73,0.52,0.15,0.12
1230,0.94,0.45,0,0.13
1231,0.44,0.69,0,0.39
1232,1.07,0.39,0,0.06
1233,0.36,0.9,0,0.27
1234,1.43,0.05,0,0.04
1235,0,0,1.52,0
1236,0.18,0.06,1.27,0.01
1237,1.45,0.04,0,0.04
1238,1.43,0.05,0,0.03
1239,0.5,0.72,0.04,0.26
1240,0.6,0.63,0.03,0.26
1241,1.11,0.31,0.06,0.04
1242,1.26,0.05,0,0.21
1243,1.3,0.09,0,0.12
1244,0.65,0.71,0,0.15
1245,0.84,0.54,0,0.13
1246,0.02,1.16,0,0.34
1247,0,0,1.51,0
1248,0.93,0.15,0.42,0.01
1249,0.23,1.16,0,0.11
1250,1.41,0.06,0,0.04
1251,0.35,0.03,0,1.13
1252,1.18,0.27,0,0.05
1253,0.99,0.32,0.11,0.08
1254,0.64,0.58,0.05,0.23
1255,0.66,0.52,0.15,0.17
1256,0.86,0.48,0,0.17
1257,1.41,0.05,0,0.04
1258,0.49,0.78,0,0.23
1259,1.08,0.31,0,0.11
1260,1.19,0.07,0.05,0.2
1261,1.2,0.27,0.02,0.02
1262,0.46,0.1,0.92,0.02
1263,1,0.36,0.09,0.05
1264,0,0,1.5,0
1265,0.75,0.53,0.09,0.12
1266,1.13,0.2,0,0.16
1267,1.21,0.14,0.1,0.04
1268,1.08,0.28,0,0.13
1269,0.72,0.38,0.36,0.04
1270,1,0.43,0,0.06
1271,1.22,0,0,0.27
1272,1,0.36,0,0.13
1273,0.82,0.36,0.25,0.06
1274,0,1.1,0,0.39
1275,0.82,0.52,0.01,0.14
1276,0.61,0.73,0,0.15
1277,0.37,0.69,0.28,0.14
1278,0.43,0.88,0,0.18
1279,0.47,0.37,0.52,0.12
1280,0.28,0.5,0.65,0.05
1281,1.2,0.25,0.02,0.02
1282,0.7,0.35,0.39,0.04
1283,0.78,0.47,0.03,0.2
1284,0.72,0.56,0,0.19
1285,1.08,0.2,0,0.2
1286,0.82,0.59,0,0.07
1287,0.39,0.92,0,0.17
1288,0.58,0.55,0.06,0.28
1289,0.72,0.41,0.14,0.2
1290,0.62,0.18,0.65,0.02
1291,1.04,0.37,0,0.06
1292,1.33,0.03,0.01,0.1
1293,0.45,0.4,0.44,0.18
1294,0.69,0.2,0.49,0.09
1295,0.95,0.4,0,0.12
1296,0.78,0.5,0.03,0.15
1297,1.15,0.2,0,0.12
1298,0.4,0.72,0.02,0.33
1299,0.29,0.19,0.89,0.1
1300,1.02,0.38,0,0.06
1301,0.93,0.4,0.02,0.12
1302,0.81,0.46,0.04,0.15
1303,0.72,0.56,0,0.19
1304,0.46,0.83,0,0.17
1305,0.81,0.55,0,0.1
1306,0.83,0.48,0.02,0.12
1307,0.95,0.37,0.1,0.04
1308,1.36,0.08,0,0.02
1309,0.81,0.55,0,0.1
1310,0.93,0.24,0.25,0.04
1311,0.63,0.59,0.03,0.21
1312,0.94,0.4,0,0.11
1313,0.47,0.65,0.06,0.28
1314,1.17,0.2,0.04,0.05
1315,0.53,0.58,0,0.35
1316,0.51,0.75,0.07,0.12
1317,0.37,0.47,0.54,0.07
1318,0.89,0.44,0,0.12
1319,0.86,0.46,0,0.13
1320,0.75,0.49,0.01,0.21
1321,0.71,0.55,0,0.19
1322,0,1.13,0,0.32
1323,0.54,0.35,0.46,0.1
1324,0.53,0.76,0,0.16
1325,0,0,1.44,0.01
1326,0,0,1.45,0
1327,0,0,1.45,0
1328,0,0,1.44,0.01
1329,1.24,0.17,0.03,0.01
1330,0.97,0.34,0,0.13
1331,0.11,0.08,1.24,0.02
1332,1.38,0.05,0,0.02
1333,0.37,0.9,0,0.18
1334,0.79,0.53,0,0.13
1335,0.04,1.08,0,0.32
1336,0.73,0.42,0,0.28
1337,0.48,0.77,0,0.19
1338,0.26,0.07,1.09,0.02
1339,0.33,0.79,0.08,0.23
1340,0.92,0.38,0,0.13
1341,0.92,0.4,0,0.12
1342,1.23,0.07,0.02,0.11
1343,0.33,0.74,0.05,0.31
1344,1.03,0.32,0,0.09
1345,0.73,0.5,0,0.21
1346,1.16,0.08,0,0.19
1347,0.8,0.54,0,0.09
1348,0.96,0.37,0,0.11
1349,0.91,0.39,0,0.13
1350,0.85,0.46,0,0.13
1351,0.81,0.48,0,0.14
1352,0.82,0.23,0.35,0.03
1353,0,0,1.39,0.03
1354,0.79,0.54,0,0.09
1355,0.07,0.04,1.3,0.01
1356,0.7,0.54,0,0.18
1357,0.8,0.41,0.02,0.19
1358,1.35,0.05,0,0.02
1359,0.89,0.22,0.22,0.1
1360,1.15,0.08,0,0.19
1361,0.71,0.57,0,0.14
1362,0.57,0.12,0.71,0.02
1363,0.12,0,1.3,0
1364,0.89,0.4,0,0.13
1365,0.63,0.38,0.35,0.05
1366,0,0.21,1.18,0.03
1367,0.47,0.64,0.06,0.25
1368,0.58,0.51,0,0.32
1369,0.64,0.63,0,0.14
1370,0.95,0.34,0,0.13
1371,1.09,0.28,0,0.04
1372,0.97,0.34,0,0.11
1373,1.07,0.15,0,0.19
1374,0.97,0.37,0.03,0.05
1375,0.36,0.45,0.32,0.28
1376,0.87,0.31,0.13,0.1
1377,1.02,0.34,0,0.05
1378,0,0.47,0.77,0.17
1379,1.19,0.17,0,0.05
1380,0.69,0.54,0,0.18
1381,0.82,0.47,0,0.12
1382,1.07,0.28,0,0.05
1383,0.38,0.08,0.03,0.93
1384,1.15,0.2,0,0.05
1385,0.43,0.7,0.01,0.27
1386,0.74,0.52,0.08,0.06
1387,0,0,1.39,0.01
1388,0.38,0.86,0,0.16
1389,0.03,1.05,0.02,0.3
1390,0.78,0.53,0,0.09
1391,0.49,0.66,0.02,0.22
1392,0.34,0.42,0.54,0.1
1393,1.27,0.02,0,0.09
1394,0.5,0.6,0.07,0.23
1395,1.19,0.16,0,0.03
1396,1.05,0.17,0.15,0.02
1397,0.24,0.18,0.91,0.06
1398,0.87,0.38,0,0.13
1399,0.51,0.62,0,0.26
1400,0.76,0.48,0.02,0.12
1401,0.96,0.37,0,0.05
1402,0.49,0.56,0,0.33
1403,0.58,0.18,0.59,0.02
1404,0.5,0.32,0.49,0.07
1405,0.87,0.38,0.02,0.11
1406,0.77,0.54,0,0.07
1407,0.46,0.34,0.38,0.21
1408,0.43,0.57,0.15,0.22
1409,0.71,0.53,0,0.13
1410,1.24,0.04,0,0.09
1411,0.8,0.43,0.01,0.13
1412,0.67,0.53,0,0.18
1413,0.63,0.58,0,0.15
1414,0.6,0.01,0,0.76
1415,0.46,0.62,0.06,0.23
1416,0.24,0.7,0.16,0.26
1417,0.76,0.52,0,0.09
1418,0.5,0.78,0.01,0.09
1419,0.43,0.67,0.02,0.26
1420,0.74,0.5,0.01,0.13
1421,0.99,0.33,0,0.05
1422,0.55,0.6,0,0.22
1423,0,0,1.37,0
1424,0.86,0.27,0.02,0.22
1425,0.86,0.45,0,0.06
1426,0.63,0.66,0,0.07
1427,0.63,0.58,0.01,0.15
1428,0.23,0.04,0,1.09
1429,0.27,0.08,1,0.01
1430,0,0,1.36,0
1431,1.26,0.08,0,0.01
1432,0.47,0.51,0.28,0.09
1433,0.82,0.42,0,0.11
1434,0.67,0.52,0,0.17
1435,0.76,0.47,0,0.13
1436,0.81,0.29,0.11,0.14
1437,0,0,1.26,0.09
1438,0.25,0.76,0.08,0.27
1439,1.29,0.03,0,0.03
1440,0.23,0.73,0.02,0.37
1441,1.18,0.01,0.06,0.09
1442,0.2,0.76,0,0.39
1443,0.59,0.57,0.05,0.14
1444,0.66,0.51,0.05,0.13
1445,0.76,0.36,0.05,0.18
1446,1,0.21,0,0.13
1447,0.22,0.05,1.06,0.02
1448,0.7,0.58,0,0.07
1449,0.79,0.34,0.08,0.13
1450,0.66,0.45,0.04,0.21
1451,0.24,0.04,1.03,0.04
1452,0.7,0.5,0.02,0.12
1453,0.15,0.04,1.07,0.09
1454,0,1.04,0,0.31
1455,0.31,0.89,0.01,0.14
1456,0.67,0.37,0.13,0.17
1457,0.95,0.21,0.01,0.18
1458,0.77,0.07,0.43,0.08
1459,1.09,0.04,0.1,0.11
1460,1.03,0.27,0,0.04
1461,0.85,0.43,0,0.06
1462,0.84,0.22,0.24,0.04
1463,1.22,0.05,0.05,0.01
1464,0.65,0.51,0,0.17
1465,1.32,0.02,0,0
1466,1.1,0.06,0,0.18
1467,0.62,0.5,0.01,0.21
1468,1.27,0.05,0,0.02
1469,0.79,0.42,0,0.11
1470,0.47,0.59,0.06,0.21
1471,0.86,0.36,0,0.11
1472,0.89,0.31,0.01,0.12
1473,0.92,0.35,0.01,0.05
1474,1.08,0.24,0,0.02
1475,0.9,0.38,0.01,0.05
1476,0.93,0.35,0,0.06
1477,0.74,0.5,0,0.09
1478,0.87,0.35,0.07,0.04
1479,0.9,0.31,0,0.11
1480,0.43,0.4,0.32,0.18
1481,0.65,0.51,0,0.17
1482,0.71,0.48,0,0.13
1483,0.51,0.17,0.58,0.06
1484,0.72,0.5,0.01,0.1
1485,0.69,0.38,0.02,0.24
1486,0.72,0.42,0,0.19
1487,0.4,0.36,0.4,0.17
1488,0.01,0.13,0,1.18
1489,0.52,0.43,0.18,0.19
1490,0.69,0.52,0,0.11
1491,0.03,1.16,0.02,0.11
1492,0.73,0.16,0.4,0.03
1493,1.06,0.08,0,0.18
1494,0.73,0.5,0,0.09
1495,0.31,0.04,0.96,0.01
1496,0.77,0.3,0.09,0.16
1497,0.73,0.5,0,0.09
1498,0.72,0.44,0.04,0.12
1499,0.75,0.45,0,0.11
1500,0.57,0.46,0,0.28
1501,0.73,0.5,0,0.09
1502,0.64,0.5,0,0.17
1503,0.97,0.23,0,0.11
1504,0.71,0.42,0.05,0.13
1505,0.84,0.35,0,0.12
1506,1.22,0,0,0.09
1507,0.78,0.45,0,0.07
1508,0.57,0.67,0,0.07
1509,0.81,0.38,0,0.12
1510,1.22,0.07,0,0.02
1511,0.64,0.5,0,0.17
1512,0.68,0.49,0,0.13
1513,1.11,0.04,0.06,0.09
1514,0.84,0.43,0,0.04
1515,1.21,0.08,0,0.01
1516,0.94,0.35,0,0.02
1517,0.45,0.57,0.06,0.21
1518,1.07,0.04,0.02,0.17
1519,0.56,0.44,0.09,0.21
1520,0.27,0.02,0,1.02
1521,0.69,0.48,0,0.13
1522,1.05,0.2,0,0.05
1523,0,0,1.29,0.01
1524,0.78,0.4,0,0.11
1525,0.56,0.38,0.28,0.08
1526,0.53,0.64,0.02,0.1
1527,0.46,0.66,0.02,0.15
1528,0.61,0.47,0.11,0.1
1529,0.39,0.02,0.85,0.03
1530,0.11,0.92,0,0.25
1531,0.54,0.27,0.45,0.04
1532,1,0.17,0.02,0.1
1533,0.73,0.44,0,0.12
1534,0.93,0.34,0,0.02
1535,0.63,0.49,0,0.16
1536,1.04,0.14,0,0.1
1537,0.76,0.4,0,0.12
1538,0.71,0.2,0.24,0.13
1539,1.22,0.05,0,0.01
1540,0.63,0.49,0,0.16
1541,0.72,0.45,0.01,0.11
1542,0.55,0.59,0,0.14
1543,0.45,0.46,0.17,0.2
1544,0,0,1.28,0
1545,0.61,0.56,0,0.11
1546,1.1,0.14,0,0.04
1547,0.72,0.45,0,0.11
1548,1.07,0.16,0,0.04
1549,0.63,0.49,0,0.16
1550,0.48,0.35,0.36,0.07
1551,0.62,0.49,0,0.16
1552,0.45,0.56,0.05,0.22
1553,0.58,0.4,0.21,0.08
1554,1.22,0.05,0,0
1555,0.72,0.03,0,0.52
1556,0.71,0.48,0,0.08
1557,0.44,0.3,0.47,0.06
1558,1.18,0.08,0,0.01
1559,1,0.16,0,0.11
1560,0.74,0.4,0,0.12
1561,0.85,0.37,0,0.05
1562,0.68,0.16,0.41,0.02
1563,0.77,0.38,0,0.12
1564,0.96,0.2,0,0.11
1565,0.49,0.38,0.26,0.13
1566,0.39,0.73,0,0.15
1567,0.87,0.3,0.06,0.03
1568,0.62,0.48,0,0.16
1569,0.39,0.26,0.53,0.08
1570,0,0,1.27,0
1571,0.56,0.57,0,0.14
1572,0.1,0.02,1.12,0.01
1573,0,1.01,0,0.25
1574,0.05,0.03,1.1,0.08
1575,0.54,0.05,0.62,0.05
1576,0.61,0.42,0.13,0.1
1577,0.49,0.52,0.03,0.21
1578,0,1.15,0,0.11
1579,0.02,1.13,0.01,0.1
1580,0.5,0.62,0,0.14
1581,0.99,0.22,0,0.04
1582,0.63,0.51,0,0.11
1583,0.45,0.68,0,0.12
1584,0.94,0.17,0.02,0.13
1585,0.7,0.47,0,0.08
1586,0.49,0,0.01,0.75
1587,1.17,0.07,0,0.01
1588,0.47,0.53,0.03,0.22
1589,0,0,1.25,0
1590,0,0,1.25,0
1591,0.99,0.13,0.1,0.04
1592,0.48,0.53,0.01,0.23
1593,0.71,0.19,0.31,0.03
1594,1.01,0.04,0.03,0.16
1595,1.19,0.05,0,0
1596,0.61,0.48,0,0.16
1597,0.52,0.56,0,0.17
1598,1.05,0.16,0,0.04
