Game,Team,Opp,W/L,R,RA,D/N,Att,Team,HR Count
73,COL,ARI,W,4,3,N,35016,COL,1
70,DET,SEA,L,4,5,N,15063,DET,3
72,HOU,OAK,W,8,4,N,15362,HOU,2
70,KCR,BOS,L,3,8,N,25983,KC,2
74,LAA,NYY,W,8,3,N,39853,LAA,2
72,LAD,NYM,W,12,0,N,47715,LAD,5
69,MIA,WSN,L,3,12,N,20868,MIA,1
73,MIL,PIT,L,3,7,N,23982,MIL,1
68,MIN,CHW,W,9,7,N,26095,MIN,2
70,NYM,LAD,L,0,12,N,47715,NYM,0
68,NYY,LAA,L,3,8,N,39853,NYY,2
71,OAK,HOU,L,4,8,N,15362,OAK,1
69,PHI,STL,L,1,8,N,22070,PHI,0
71,PIT,MIL,W,7,3,N,23982,PIT,2
72,SDP,CHC,L,0,4,N,41607,SD,0
73,SEA,DET,W,5,4,N,15063,SEA,2
73,SFG,ATL,W,6,3,N,23823,SF,2
69,STL,PHI,W,8,1,N,22070,STL,3
74,TBR,CIN,W,6,5,N,13375,TB,2
70,TEX,TOR,W,6,1,N,24169,TEX,3
70,TOR,TEX,L,1,6,N,24169,TOR,0
71,WSN,MIA,W,12,3,N,20868,WSH,1
72,ARI,COL,W,16,5,N,40918,ARI,1
71,ATL,SFG,W,5,3,N,25771,ATL,3
71,BAL,CLE,L,1,5,N,26596,BAL,0
72,BOS,KCR,L,4,6,D,30826,BOS,2
71,CHC,SDP,L,2,3,D,41708,CHC,1
70,CHW,MIN,L,2,4,N,33316,CHW,0
71,CIN,TBR,L,3,8,D,19619,CIN,1
70,CLE,BAL,W,5,1,N,26596,CLE,1
74,COL,ARI,L,5,16,N,40918,COL,1
71,DET,SEA,L,5,7,N,18526,DET,2
73,HOU,OAK,W,5,1,N,12277,HOU,1
71,KCR,BOS,W,6,4,D,30826,KC,1
75,LAA,NYY,L,4,8,N,39911,LAA,2
73,LAD,NYM,W,8,2,N,42330,LAD,3
70,MIA,WSN,W,2,1,D,22659,MIA,0
74,MIL,PIT,W,4,3,N,25134,MIL,1
69,MIN,CHW,W,4,2,N,33316,MIN,1
71,NYM,LAD,L,2,8,N,42330,NYM,1
69,NYY,LAA,W,8,4,N,39911,NYY,2
72,OAK,HOU,L,1,5,N,12277,OAK,0
70,PHI,STL,L,6,7,N,25037,PHI,0
72,PIT,MIL,L,3,4,N,25134,PIT,1
73,SDP,CHC,W,3,2,D,41708,SD,1
74,SEA,DET,W,7,5,N,18526,SEA,1
74,SFG,ATL,L,3,5,N,25771,SF,1
70,STL,PHI,W,7,6,N,25037,STL,4
75,TBR,CIN,W,8,3,D,19619,TB,2
71,TEX,TOR,L,5,7,N,28376,TEX,2
71,TOR,TEX,W,7,5,N,28376,TOR,1
72,WSN,MIA,L,1,2,D,22659,WSH,1
73,ARI,COL,W,10,3,D,40681,ARI,2
72,ATL,SFG,W,12,11,N,25521,ATL,4
72,BAL,CLE,L,3,6,N,24954,BAL,1
72,CHC,MIA,W,11,1,N,23472,CHC,3
71,CHW,MIN,W,9,0,D,27684,CHW,3
71,CLE,BAL,W,6,3,N,24954,CLE,1
75,COL,ARI,L,3,10,D,40681,COL,1
72,DET,SEA,L,6,9,N,18736,DET,2
74,HOU,OAK,W,12,9,D,18747,HOU,3
76,LAA,NYY,W,10,5,N,43051,LAA,1
74,LAD,NYM,W,6,3,N,45967,LAD,3
71,MIA,CHC,L,1,11,N,23472,MIA,1
75,MIL,PIT,W,4,2,D,28428,MIL,1
70,MIN,CHW,L,0,9,D,27684,MIN,0
72,NYM,LAD,L,3,6,N,45967,NYM,2
70,NYY,LAA,L,5,10,N,43051,NYY,1
73,OAK,HOU,L,9,12,D,18747,OAK,0
71,PHI,STL,W,5,1,D,23623,PHI,2
73,PIT,MIL,L,2,4,D,28428,PIT,1
75,SEA,DET,W,9,6,N,18736,SEA,2
75,SFG,ATL,L,11,12,N,25521,SF,3
71,STL,PHI,L,1,5,D,23623,STL,1
72,TEX,TOR,W,11,4,D,26764,TEX,4
72,TOR,TEX,L,4,11,D,26764,TOR,0
74,ARI,PHI,L,1,6,N,31648,ARI,0
73,ATL,MIL,W,5,4,N,30521,ATL,1
73,BAL,TBR,L,5,15,N,18929,BAL,0
73,BOS,LAA,W,9,4,N,37034,BOS,2
73,CHC,MIA,L,0,2,N,24684,CHC,0
72,CHW,OAK,L,0,3,N,25370,CHW,0
72,CIN,WSN,L,5,6,N,36347,CIN,1
72,CLE,MIN,L,0,5,N,31725,CLE,0
76,COL,LAD,L,1,6,N,43787,COL,0
73,DET,SDP,L,0,1,N,25477,DET,0
75,HOU,SEA,L,3,13,N,31783,HOU,2
72,KCR,TOR,W,5,4,N,38848,KC,0
77,LAA,BOS,L,4,9,N,37034,LAA,0
75,LAD,COL,W,6,1,N,43787,LAD,1
72,MIA,CHC,W,2,0,N,24684,MIA,1
76,MIL,ATL,L,4,5,N,30521,MIL,1
71,MIN,CLE,W,5,0,N,31725,MIN,1
73,NYM,SFG,W,11,4,N,41769,NYM,2
71,NYY,TEX,W,2,1,N,39602,NYY,1
74,OAK,CHW,W,3,0,N,25370,OAK,2
72,PHI,ARI,W,6,1,N,31648,PHI,2
74,PIT,STL,W,4,3,N,47112,PIT,2
74,SDP,DET,W,1,0,N,25477,SD,0
76,SEA,HOU,W,13,3,N,31783,SEA,3
76,SFG,NYM,L,4,11,N,41769,SF,0
72,STL,PIT,L,3,4,N,47112,STL,2
76,TBR,BAL,W,15,5,N,18929,TB,3
73,TEX,NYY,L,1,2,N,39602,TEX,0
73,TOR,KCR,L,4,5,N,38848,TOR,0
73,WSN,CIN,W,6,5,N,36347,WSH,4
75,ARI,PHI,W,9,2,N,40557,ARI,1
74,ATL,MIL,W,3,1,D,38463,ATL,1
74,BAL,TBR,W,8,3,D,23902,BAL,3
74,BOS,LAA,L,3,6,N,36868,BOS,1
74,CHC,MIA,W,5,3,D,25448,CHC,0
73,CHW,OAK,L,2,10,D,38618,CHW,0
73,CIN,WSN,L,3,18,D,40139,CIN,1
73,CLE,MIN,L,2,4,D,33111,CLE,1
77,COL,LAD,L,0,4,N,50403,COL,0
74,DET,SDP,L,3,7,N,31749,DET,0
76,HOU,SEA,W,5,2,N,29820,HOU,1
73,KCR,TOR,W,3,2,D,26938,KC,1
78,LAA,BOS,W,6,3,N,36868,LAA,0
76,LAD,COL,W,4,0,N,50403,LAD,1
73,MIA,CHC,L,3,5,D,25448,MIA,1
77,MIL,ATL,L,1,3,D,38463,MIL,0
72,MIN,CLE,W,4,2,D,33111,MIN,2
74,NYM,SFG,W,5,2,D,41216,NYM,1
72,NYY,TEX,L,1,8,D,40225,NYY,1
75,OAK,CHW,W,10,2,D,38618,OAK,4
73,PHI,ARI,L,2,9,N,40557,PHI,1
75,PIT,STL,W,7,3,N,46735,PIT,2
75,SDP,DET,W,7,3,N,31749,SD,1
77,SEA,HOU,L,2,5,N,29820,SEA,0
77,SFG,NYM,L,2,5,D,41216,SF,1
73,STL,PIT,L,3,7,N,46735,STL,1
77,TBR,BAL,L,3,8,D,23902,TB,2
74,TEX,NYY,W,8,1,D,40225,TEX,2
74,TOR,KCR,L,2,3,D,26938,TOR,2
74,WSN,CIN,W,18,3,D,40139,WSH,2
76,ARI,PHI,W,2,1,D,28179,ARI,0
75,ATL,MIL,L,0,7,D,31634,ATL,0
75,BAL,TBR,W,8,5,D,15943,BAL,3
75,BOS,LAA,L,2,4,D,36474,BOS,2
75,CHC,MIA,L,2,4,D,25110,CHC,0
74,CHW,OAK,L,3,5,D,28089,CHW,2
74,CIN,WSN,W,6,2,D,35387,CIN,1
74,CLE,MIN,L,0,4,D,29672,CLE,0
78,COL,LAD,L,6,12,D,41605,COL,0
75,DET,SDP,W,7,5,D,29595,DET,1
77,HOU,SEA,W,8,2,D,33010,HOU,3
74,KCR,TOR,L,2,8,D,37182,KC,1
79,LAA,BOS,W,4,2,D,36474,LAA,0
77,LAD,COL,W,12,6,D,41605,LAD,3
74,MIA,CHC,W,4,2,D,25110,MIA,1
78,MIL,ATL,W,7,0,D,31634,MIL,2
73,MIN,CLE,W,4,0,D,29672,MIN,1
75,NYM,SFG,W,8,2,D,41137,NYM,4
73,NYY,TEX,L,6,7,D,46625,NYY,2
76,OAK,CHW,W,5,3,D,28089,OAK,2
74,PHI,ARI,L,1,2,D,28179,PHI,0
76,PIT,STL,L,4,8,N,43719,PIT,0
76,SDP,DET,L,5,7,D,29595,SD,2
78,SEA,HOU,L,2,8,D,33010,SEA,0
78,SFG,NYM,L,2,8,D,41137,SF,0
74,STL,PIT,W,8,4,N,43719,STL,1
78,TBR,BAL,L,5,8,D,15943,TB,1
75,TEX,NYY,W,7,6,D,46625,TEX,3
75,TOR,KCR,W,8,2,D,37182,TOR,1
75,WSN,CIN,L,2,6,D,35387,WSH,1
77,ARI,PHI,W,6,1,D,20765,ARI,1
76,BOS,MIN,W,4,1,N,37172,BOS,1
76,CHC,WSN,W,5,4,N,29651,CHC,1
75,CHW,NYY,L,5,6,N,20339,CHW,2
75,CIN,STL,L,2,8,D,46535,CIN,0
75,CLE,TEX,W,15,9,N,17672,CLE,0
79,COL,SFG,L,2,9,N,41388,COL,0
80,LAA,LAD,W,4,0,N,43126,LAA,1
78,LAD,LAA,L,0,4,N,43126,LAD,0
74,MIN,BOS,L,1,4,N,37172,MIN,1
74,NYY,CHW,W,6,5,N,20339,NYY,1
75,PHI,ARI,L,1,6,D,20765,PHI,0
79,SFG,COL,W,9,2,N,41388,SF,0
75,STL,CIN,W,8,2,D,46535,STL,2
76,TEX,CLE,L,9,15,N,17672,TEX,4
76,WSN,CHC,L,4,5,N,29651,WSH,0
78,ARI,STL,W,6,5,N,24256,ARI,1
76,ATL,SDP,W,3,0,N,20667,ATL,0
76,BAL,TOR,W,3,1,N,40606,BAL,0
77,BOS,MIN,W,9,2,N,36804,BOS,2
77,CHC,WSN,L,1,6,N,31202,CHC,0
76,CHW,NYY,W,4,3,N,18023,CHW,0
76,CIN,MIL,W,8,6,N,18577,CIN,4
76,CLE,TEX,L,1,2,N,19348,CLE,0
80,COL,SFG,L,3,4,N,41331,COL,1
76,DET,KCR,W,5,3,N,29488,DET,2
78,HOU,OAK,L,4,6,N,28312,HOU,1
75,KCR,DET,L,3,5,N,29488,KC,0
81,LAA,LAD,L,0,4,N,47245,LAA,0
79,LAD,LAA,W,4,0,N,47245,LAD,1
75,MIA,NYM,W,6,3,N,20804,MIA,0
79,MIL,CIN,L,6,8,N,18577,MIL,3
75,MIN,BOS,L,2,9,N,36804,MIN,1
76,NYM,MIA,L,3,6,N,20804,NYM,2
75,NYY,CHW,L,3,4,N,18023,NYY,0
77,OAK,HOU,W,6,4,N,28312,OAK,1
76,PHI,SEA,W,8,2,N,22648,PHI,2
77,PIT,TBR,L,2,4,N,20424,PIT,0
77,SDP,ATL,L,0,3,N,20667,SD,0
79,SEA,PHI,L,2,8,N,22648,SEA,1
80,SFG,COL,W,4,3,N,41331,SF,0
76,STL,ARI,L,5,6,N,24256,STL,0
79,TBR,PIT,W,4,2,N,20424,TB,0
77,TEX,CLE,W,2,1,N,19348,TEX,2
76,TOR,BAL,L,1,3,N,40606,TOR,1
77,WSN,CHC,W,6,1,N,31202,WSH,0
79,ARI,STL,L,3,4,N,23188,ARI,0
77,ATL,SDP,L,4,7,N,19312,ATL,0
77,BAL,TOR,L,0,4,N,38847,BAL,0
78,BOS,MIN,L,1,4,N,37487,BOS,0
78,CHC,WSN,L,4,8,N,31072,CHC,2
77,CHW,NYY,L,3,12,N,15259,CHW,1
77,CIN,MIL,W,4,3,N,21842,CIN,2
77,CLE,TEX,W,5,3,N,21200,CLE,0
81,COL,SFG,L,3,5,D,41286,COL,0
77,DET,KCR,L,2,8,N,29614,DET,2
79,HOU,OAK,W,11,8,N,34075,HOU,1
76,KCR,DET,W,8,2,N,29614,KC,2
82,LAA,LAD,W,3,2,N,44669,LAA,1
80,LAD,LAA,L,2,3,N,44669,LAD,2
76,MIA,NYM,L,0,8,N,18743,MIA,0
80,MIL,CIN,L,3,4,N,21842,MIL,2
76,MIN,BOS,W,4,1,N,37487,MIN,1
77,NYM,MIA,W,8,0,N,18743,NYM,2
76,NYY,CHW,W,12,3,N,15259,NYY,2
78,OAK,HOU,L,8,11,N,34075,OAK,5
77,PHI,SEA,W,5,4,D,29505,PHI,2
78,PIT,TBR,W,6,2,N,21582,PIT,1
78,SDP,ATL,W,7,4,N,19312,SD,0
80,SEA,PHI,L,4,5,D,29505,SEA,3
81,SFG,COL,W,5,3,D,41286,SF,2
77,STL,ARI,W,4,3,N,23188,STL,0
80,TBR,PIT,L,2,6,N,21582,TB,0
78,TEX,CLE,L,3,5,N,21200,TEX,2
77,TOR,BAL,W,4,0,N,38847,TOR,2
78,WSN,CHC,W,8,4,N,31072,WSH,3
80,ARI,STL,L,4,10,D,27603,ARI,2
78,ATL,SDP,L,0,6,N,20936,ATL,0
78,BAL,TOR,W,2,0,N,37291,BAL,0
79,BOS,MIN,W,6,3,N,37445,BOS,2
79,CHC,WSN,W,5,4,D,37097,CHC,1
78,CHW,NYY,W,4,3,N,21032,CHW,0
78,CIN,MIL,L,3,11,N,20419,CIN,2
78,CLE,TEX,W,5,1,D,23996,CLE,0
78,DET,KCR,W,7,3,D,33681,DET,3
80,HOU,OAK,W,6,1,D,29509,HOU,2
77,KCR,DET,L,3,7,D,33681,KC,0
83,LAA,LAD,L,2,6,N,44807,LAA,0
81,LAD,LAA,W,6,2,N,44807,LAD,3
77,MIA,NYM,L,3,6,N,21350,MIA,1
81,MIL,CIN,W,11,3,N,20419,MIL,6
77,MIN,BOS,L,3,6,N,37445,MIN,0
78,NYM,MIA,W,6,3,N,21350,NYM,0
77,NYY,CHW,L,3,4,N,21032,NYY,0
79,OAK,HOU,L,1,6,D,29509,OAK,0
79,PIT,TBR,W,4,0,N,22595,PIT,2
79,SDP,ATL,W,6,0,N,20936,SD,2
78,STL,ARI,W,10,4,D,27603,STL,1
81,TBR,PIT,L,0,4,N,22595,TB,0
79,TEX,CLE,L,1,5,D,23996,TEX,1
78,TOR,BAL,L,0,2,N,37291,TOR,0
79,WSN,CHC,L,4,5,D,37097,WSH,1
81,ARI,COL,L,3,6,N,23275,ARI,2
79,ATL,OAK,W,3,1,N,19286,ATL,0
79,BAL,TBR,L,4,6,N,24398,BAL,2
80,BOS,TOR,W,7,4,N,41357,BOS,0
80,CHC,CIN,L,0,5,N,39501,CHC,0
79,CHW,TEX,W,8,7,N,18838,CHW,3
79,CIN,CHC,W,5,0,N,39501,CIN,1
82,COL,ARI,W,6,3,N,23275,COL,2
81,HOU,NYY,L,4,13,N,40024,HOU,0
78,KCR,MIN,W,8,1,N,34332,KC,2
84,LAA,SEA,L,0,10,N,40059,LAA,0
82,LAD,SDP,W,10,4,N,39254,LAD,3
78,MIA,MIL,L,2,3,N,35549,MIA,0
82,MIL,MIA,W,3,2,N,35549,MIL,2
78,MIN,KCR,L,1,8,N,34332,MIN,0
79,NYM,PHI,W,2,1,N,37134,NYM,0
78,NYY,HOU,W,13,4,N,40024,NYY,1
80,OAK,ATL,L,1,3,N,19286,OAK,1
78,PHI,NYM,L,1,2,N,37134,PHI,0
80,PIT,SFG,L,5,13,N,26407,PIT,0
80,SDP,LAD,L,4,10,N,39254,SD,1
81,SEA,LAA,W,10,0,N,40059,SEA,4
82,SFG,PIT,W,13,5,N,26407,SF,2
79,STL,WSN,W,8,1,N,41398,STL,1
82,TBR,BAL,W,6,4,N,24398,TB,2
80,TEX,CHW,L,7,8,N,18838,TEX,2
79,TOR,BOS,L,4,7,N,41357,TOR,2
80,WSN,STL,L,1,8,N,41398,WSH,0
82,ARI,COL,W,6,2,N,46338,ARI,0
80,ATL,OAK,W,4,3,D,22230,ATL,0
80,BAL,TBR,L,3,10,D,28346,BAL,1
81,BOS,TOR,W,7,1,D,46672,BOS,0
81,CHC,CIN,L,3,5,D,39826,CHC,2
80,CHW,TEX,L,4,10,D,22915,CHW,1
80,CIN,CHC,W,5,3,D,39826,CIN,0
79,CLE,DET,L,4,7,D,28719,CLE,1
80,CLE,DET,W,4,1,N,27016,CLE,1
83,COL,ARI,L,2,6,N,46338,COL,1
79,DET,CLE,W,7,4,D,28719,DET,2
80,DET,CLE,L,1,4,N,27016,DET,0
82,HOU,NYY,W,7,6,N,41010,HOU,3
79,KCR,MIN,W,11,6,D,25571,KC,4
80,KCR,MIN,L,5,10,N,32448,KC,2
85,LAA,SEA,W,4,0,N,44644,LAA,1
83,LAD,SDP,W,8,0,N,40683,LAD,3
79,MIA,MIL,L,4,8,D,30712,MIA,0
83,MIL,MIA,W,8,4,D,30712,MIL,2
79,MIN,KCR,L,6,11,D,25571,MIN,1
80,MIN,KCR,W,10,5,N,32448,MIN,1
80,NYM,PHI,W,7,6,D,33080,NYM,3
79,NYY,HOU,L,6,7,N,41010,NYY,2
81,OAK,ATL,L,3,4,D,22230,OAK,1
79,PHI,NYM,L,6,7,D,33080,PHI,1
81,PIT,SFG,L,1,2,D,27247,PIT,0
81,SDP,LAD,L,0,8,N,40683,SD,0
82,SEA,LAA,L,0,4,N,44644,SEA,0
83,SFG,PIT,W,2,1,D,27247,SF,1
80,STL,WSN,W,2,1,N,43614,STL,1
83,TBR,BAL,W,10,3,D,28346,TB,4
81,TEX,CHW,W,10,4,D,22915,TEX,3
80,TOR,BOS,L,1,7,D,46672,TOR,1
81,WSN,STL,L,1,2,N,43614,WSH,0
83,ARI,COL,W,4,3,D,34556,ARI,1
81,ATL,OAK,W,4,3,D,18438,ATL,2
81,BAL,TBR,W,7,1,D,26489,BAL,2
82,BOS,TOR,W,15,1,D,46696,BOS,3
82,CHC,CIN,W,6,2,D,38536,CHC,3
81,CHW,TEX,W,6,5,D,26206,CHW,2
81,CIN,CHC,L,2,6,D,38536,CIN,0
81,CLE,DET,W,11,8,D,30429,CLE,3
84,COL,ARI,L,3,4,D,34556,COL,0
81,DET,CLE,L,8,11,D,30429,DET,2
83,HOU,NYY,W,8,1,D,41761,HOU,2
81,KCR,MIN,W,6,2,D,28775,KC,0
86,LAA,SEA,L,3,5,D,39279,LAA,0
84,LAD,SDP,L,3,5,D,41604,LAD,1
80,MIA,MIL,W,10,3,D,33834,MIA,3
84,MIL,MIA,L,3,10,D,33834,MIL,2
81,MIN,KCR,L,2,6,D,28775,MIN,0
81,NYM,PHI,L,1,7,D,30343,NYM,1
80,NYY,HOU,L,1,8,D,41761,NYY,0
82,OAK,ATL,L,3,4,D,18438,OAK,1
80,PHI,NYM,W,7,1,D,30343,PHI,0
82,PIT,SFG,L,3,5,D,32144,PIT,2
82,SDP,LAD,W,5,3,D,41604,SD,1
83,SEA,LAA,W,5,3,D,39279,SEA,1
84,SFG,PIT,W,5,3,D,32144,SF,1
81,STL,WSN,L,2,7,N,43640,STL,1
84,TBR,BAL,L,1,7,D,26489,TB,1
82,TEX,CHW,L,5,6,D,26206,TEX,1
81,TOR,BOS,L,1,15,D,46696,TOR,0
82,WSN,STL,W,7,2,N,43640,WSH,2
82,BAL,MIL,L,1,8,D,36457,BAL,0
83,BOS,TEX,W,7,5,N,45448,BOS,0
82,CHW,OAK,W,7,2,N,40019,CHW,0
82,CIN,COL,L,3,5,N,49131,CIN,2
85,COL,CIN,W,5,3,N,49131,COL,2
82,KCR,SEA,W,3,1,N,35789,KC,2
87,LAA,MIN,L,5,9,N,36182,LAA,2
81,MIA,STL,L,6,14,N,42694,MIA,0
85,MIL,BAL,W,8,1,D,36457,MIL,0
82,MIN,LAA,W,9,5,N,36182,MIN,2
82,NYM,WSN,L,2,3,N,41681,NYM,1
81,NYY,TOR,W,6,3,N,46616,NYY,0
83,OAK,CHW,L,2,7,N,40019,OAK,0
81,PHI,PIT,W,4,0,N,26498,PHI,2
83,PIT,PHI,L,0,4,N,26498,PIT,0
84,SEA,KCR,L,1,3,N,35789,SEA,0
82,STL,MIA,W,14,6,N,42694,STL,1
83,TEX,BOS,L,5,7,N,45448,TEX,3
82,TOR,NYY,L,3,6,N,46616,TOR,0
83,WSN,NYM,W,3,2,N,41681,WSH,1
84,ARI,LAD,L,3,4,N,53159,ARI,1
82,ATL,HOU,L,4,16,N,41456,ATL,0
83,BAL,MIL,L,2,6,D,31818,BAL,1
84,BOS,TEX,W,11,4,N,43267,BOS,3
83,CHC,TBR,L,5,6,D,42046,CHC,0
83,CHW,OAK,L,6,7,D,16314,CHW,2
83,CIN,COL,W,8,1,N,48338,CIN,3
82,CLE,SDP,L,0,1,N,33869,CLE,0
86,COL,CIN,L,1,8,N,48338,COL,0
82,DET,SFG,W,5,3,D,32514,DET,1
84,HOU,ATL,W,16,4,N,41456,HOU,3
83,KCR,SEA,W,7,3,D,25555,KC,2
88,LAA,MIN,L,4,5,D,25013,LAA,2
85,LAD,ARI,W,4,3,N,53159,LAD,1
82,MIA,STL,W,5,2,D,38497,MIA,1
86,MIL,BAL,W,6,2,D,31818,MIL,4
83,MIN,LAA,W,5,4,D,25013,MIN,1
83,NYM,WSN,L,4,11,D,37120,NYM,3
82,NYY,TOR,L,1,4,D,44018,NYY,1
84,OAK,CHW,W,7,6,D,16314,OAK,4
82,PHI,PIT,L,0,3,D,24087,PHI,0
84,PIT,PHI,W,3,0,D,24087,PIT,2
83,SDP,CLE,W,1,0,N,33869,SD,0
85,SEA,KCR,L,3,7,D,25555,SEA,0
85,SFG,DET,L,3,5,D,32514,SF,2
83,STL,MIA,L,2,5,D,38497,STL,1
85,TBR,CHC,W,6,5,D,42046,TB,1
84,TEX,BOS,L,4,11,N,43267,TEX,2
83,TOR,NYY,W,4,1,D,44018,TOR,0
84,WSN,NYM,W,11,4,D,37120,WSH,0
85,ARI,LAD,L,0,1,N,40997,ARI,0
83,ATL,HOU,L,4,10,N,37278,ATL,1
84,BAL,MIL,L,0,4,N,27734,BAL,0
85,BOS,TEX,L,2,8,N,32276,BOS,1
84,CHC,TBR,W,7,3,D,39855,CHC,1
84,CHW,OAK,L,4,7,D,13813,CHW,2
84,CIN,COL,L,3,5,N,32188,CIN,0
83,CLE,SDP,L,2,6,N,18765,CLE,0
87,COL,CIN,W,5,3,N,32188,COL,2
83,DET,SFG,L,4,5,N,26613,DET,0
85,HOU,ATL,W,10,4,N,37278,HOU,0
84,KCR,SEA,W,9,6,N,15157,KC,3
89,LAA,MIN,W,2,1,N,19106,LAA,1
86,LAD,ARI,W,1,0,N,40997,LAD,0
83,MIA,STL,W,9,6,N,40204,MIA,4
87,MIL,BAL,W,4,0,N,27734,MIL,1
84,MIN,LAA,L,1,2,N,19106,MIN,0
83,NYY,TOR,L,6,7,D,38691,NYY,2
85,OAK,CHW,W,7,4,D,13813,OAK,1
83,PHI,PIT,L,2,5,N,19099,PHI,1
85,PIT,PHI,W,5,2,N,19099,PIT,0
84,SDP,CLE,W,6,2,N,18765,SD,1
86,SEA,KCR,L,6,9,N,15157,SEA,3
86,SFG,DET,W,5,4,N,26613,SF,0
84,STL,MIA,L,6,9,N,40204,STL,0
86,TBR,CHC,L,3,7,D,39855,TB,0
85,TEX,BOS,W,8,2,N,32276,TEX,2
84,TOR,NYY,W,7,6,D,38691,TOR,4
86,ARI,LAD,L,4,5,N,41999,ARI,3
84,ATL,WSN,W,5,2,N,22724,ATL,1
85,BAL,MIN,L,4,6,N,19706,BAL,1
86,BOS,TBR,L,1,4,N,23375,BOS,0
85,CHC,MIL,L,2,11,D,41576,CHC,1
85,CIN,COL,W,6,3,D,27328,CIN,1
84,CLE,SDP,W,11,2,N,19057,CLE,3
88,COL,CIN,L,3,6,D,27328,COL,0
84,DET,SFG,W,6,2,D,27210,DET,1
86,HOU,TOR,L,4,7,N,40949,HOU,2
87,LAD,ARI,W,5,4,N,41999,LAD,1
84,MIA,STL,L,3,4,D,37780,MIA,0
88,MIL,CHC,W,11,2,D,41576,MIL,1
85,MIN,BAL,W,6,4,N,19706,MIN,0
86,OAK,SEA,W,7,4,N,18368,OAK,2
84,PHI,PIT,L,3,6,N,33059,PHI,0
86,PIT,PHI,W,6,3,N,33059,PIT,2
85,SDP,CLE,L,2,11,N,19057,SD,0
87,SEA,OAK,L,4,7,N,18368,SEA,2
87,SFG,DET,L,2,6,D,27210,SF,0
85,STL,MIA,W,4,3,D,37780,STL,2
87,TBR,BOS,W,4,1,N,23375,TB,2
85,TOR,HOU,W,7,4,N,40949,TOR,1
85,WSN,ATL,L,2,5,N,22724,WSH,1
87,ARI,CIN,W,6,3,N,27006,ARI,1
85,ATL,WSN,L,4,5,N,32664,ATL,1
86,BAL,MIN,L,6,9,N,28668,BAL,3
87,BOS,TBR,W,8,3,N,24842,BOS,3
86,CHC,PIT,W,6,1,D,41294,CHC,3
85,CHW,COL,L,4,12,N,38386,CHW,1
86,CIN,ARI,L,3,6,N,27006,CIN,2
85,CLE,DET,W,11,2,N,32307,CLE,2
89,COL,CHW,W,12,4,N,38386,COL,3
85,DET,CLE,L,2,11,N,32307,DET,0
87,HOU,TOR,W,12,2,N,37332,HOU,4
85,KCR,LAD,L,1,4,N,48017,KC,0
90,LAA,TEX,L,0,10,N,40276,LAA,0
88,LAD,KCR,W,4,1,N,48017,LAD,1
85,MIA,SFG,W,6,1,N,41510,MIA,2
89,MIL,NYY,W,9,4,N,43472,MIL,2
86,MIN,BAL,W,9,6,N,28668,MIN,0
84,NYM,STL,W,6,5,N,43849,NYM,2
84,NYY,MIL,L,4,9,N,43472,NYY,2
87,OAK,SEA,L,2,7,N,22213,OAK,0
85,PHI,SDP,L,3,4,N,38533,PHI,1
87,PIT,CHC,L,1,6,D,41294,PIT,0
86,SDP,PHI,W,4,3,N,38533,SD,3
88,SEA,OAK,W,7,2,N,22213,SEA,1
88,SFG,MIA,L,1,6,N,41510,SF,1
86,STL,NYM,L,5,6,N,43849,STL,4
88,TBR,BOS,L,3,8,N,24842,TB,1
86,TEX,LAA,W,10,0,N,40276,TEX,3
86,TOR,HOU,L,2,12,N,37332,TOR,2
86,WSN,ATL,W,5,4,N,32664,WSH,0
88,ARI,CIN,L,0,7,N,29806,ARI,1
86,ATL,WSN,W,13,0,D,38439,ATL,2
87,BAL,MIN,W,5,1,D,26323,BAL,2
88,BOS,TBR,L,0,1,D,23419,BOS,0
87,CHC,PIT,L,2,4,N,41865,CHC,2
86,CHW,COL,W,5,4,N,48118,CHW,1
87,CIN,ARI,W,7,0,N,29806,CIN,2
86,CLE,DET,W,4,0,N,34726,CLE,0
90,COL,CHW,L,4,5,N,48118,COL,1
86,DET,CLE,L,0,4,N,34726,DET,0
88,HOU,TOR,L,2,7,D,46659,HOU,1
86,KCR,LAD,L,4,5,D,45225,KC,1
91,LAA,TEX,L,2,5,N,36817,LAA,1
89,LAD,KCR,W,5,4,D,45225,LAD,2
86,MIA,SFG,W,5,4,N,41480,MIA,1
90,MIL,NYY,L,3,5,D,40224,MIL,1
87,MIN,BAL,L,1,5,D,26323,MIN,1
85,NYM,STL,L,1,4,D,44013,NYM,1
85,NYY,MIL,W,5,3,D,40224,NYY,1
88,OAK,SEA,W,4,3,N,28694,OAK,2
86,PHI,SDP,L,1,2,D,33216,PHI,1
88,PIT,CHC,W,4,2,N,41865,PIT,1
87,SDP,PHI,W,2,1,D,33216,SD,0
89,SEA,OAK,L,3,4,N,28694,SEA,1
89,SFG,MIA,L,4,5,N,41480,SF,0
87,STL,NYM,W,4,1,D,44013,STL,1
89,TBR,BOS,W,1,0,D,23419,TB,0
87,TEX,LAA,W,5,2,N,36817,TEX,2
87,TOR,HOU,W,7,2,D,46659,TOR,2
87,WSN,ATL,L,0,13,D,38439,WSH,0
89,ARI,CIN,L,1,2,D,24923,ARI,1
87,ATL,WSN,L,5,10,D,35030,ATL,2
88,BAL,MIN,W,11,5,D,25848,BAL,2
